"","Protein_ID","Species","Function","Appearances"
"3501","Q9SK34","Arabidopsis","Serine/threonine-protein kinase RIO1","912"
"3502","Q12339","Yeast","rRNA-processing protein UTP23","913"
"3503","Q8L8C2","Arabidopsis","PIN domain-like family protein","913"
"3504","Q9BRU9","Human","rRNA-processing protein UTP23 homolog","913"
"3505","P53597","Human","Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial","914"
"3506","P53598","Yeast","Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial","914"
"3507","P68209","Arabidopsis","Succinate--CoA ligase [ADP-forming] subunit alpha-1, mitochondrial","914"
"3508","Q8LAD2","Arabidopsis","Succinate--CoA ligase [ADP-forming] subunit alpha-2, mitochondrial","914"
"3509","Q12001","Yeast","Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase","915"
"3510","Q9FF17","Arabidopsis","Probable dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase","915"
"3511","Q9Y672","Human","Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase","915"
"3512","O14467","Yeast","Multiprotein-bridging factor 1","916"
"3513","O60869","Human","Endothelial differentiation-related factor 1","916"
"3514","Q9LV58","Arabidopsis","Multiprotein-bridging factor 1c","916"
"3515","Q9LXT3","Arabidopsis","Multiprotein-bridging factor 1b","916"
"3516","Q9SJI8","Arabidopsis","Multiprotein-bridging factor 1a","916"
"3517","P33895","Yeast","Kinetochore protein NUF2","917"
"3518","Q8RXJ0","Arabidopsis","Kinetochore protein NUF2 homolog","917"
"3519","Q9BZD4","Human","Kinetochore protein Nuf2","917"
"3520","F4HXZ1","Arabidopsis","Vacuolar-sorting protein BRO1","918"
"3521","Q12033","Yeast","pH-response regulator protein palA/RIM20","918"
"3522","Q8WUM4","Human","Programmed cell death 6-interacting protein","918"
"3523","P35250","Human","Replication factor C subunit 2","919"
"3524","P40339","Yeast","Replication factor C subunit 4","919"
"3525","Q9CAM7","Arabidopsis","Replication factor C subunit 2","919"
"3526","P07274","Yeast","Profilin","920"
"3527","Q38904","Arabidopsis","Profilin-4","920"
"3528","Q38905","Arabidopsis","Profilin-5","920"
"3529","Q42418","Arabidopsis","Profilin-2","920"
"3530","Q42449","Arabidopsis","Profilin-1","920"
"3531","Q8NHR9","Human","Profilin-4","920"
"3532","Q9FE63","Arabidopsis","Profilin-3","920"
"3533","O43766","Human","Lipoyl synthase, mitochondrial","921"
"3534","P32875","Yeast","Lipoyl synthase, mitochondrial","921"
"3535","Q8LEE8","Arabidopsis","Lipoyl synthase, chloroplastic","921"
"3536","Q9ZWT1","Arabidopsis","Lipoyl synthase, mitochondrial","921"
"3537","P25398","Human","Small ribosomal subunit protein eS12","922"
"3538","P48589","Yeast","Small ribosomal subunit protein eS12","922"
"3539","Q9S9P1","Arabidopsis","Small ribosomal subunit protein eS12z","922"
"3540","Q9SKZ3","Arabidopsis","Small ribosomal subunit protein eS12y","922"
"3541","A8MS41","Arabidopsis","Carbon catabolite repressor protein 4 homolog 4","923"
"3542","H0Y9Z5","Human","poly(A)-specific ribonuclease","923"
"3543","Q08213","Yeast","RNA exonuclease NGL1","923"
"3544","A0A178WJA4","Arabidopsis","Myosin family protein with Dil domain-containing protein","924"
"3545","A0A1P8ARX4","Arabidopsis","Myosin XI B","924"
"3546","F4HXP9","Arabidopsis","Myosin-9","924"
"3547","F4JM19","Arabidopsis","Myosin-14","924"
"3548","F4JVZ5","Arabidopsis","Myosin","924"
"3549","F4K5J1","Arabidopsis","Myosin-17","924"
"3550","P19524","Yeast","Myosin-2","924"
"3551","Q9LKB9","Arabidopsis","Myosin-6","924"
"3552","Q9NQX4","Human","Unconventional myosin-Vc","924"
"3553","P0CAN7","Arabidopsis","V-type proton ATPase subunit E3","925"
"3554","P22203","Yeast","V-type proton ATPase subunit E","925"
"3555","Q39258","Arabidopsis","V-type proton ATPase subunit E1","925"
"3556","Q96A05","Human","V-type proton ATPase subunit E 2","925"
"3557","Q9C9Z8","Arabidopsis","V-type proton ATPase subunit E2","925"
"3558","A0A384KPV3","Arabidopsis","TRUD domain-containing protein","926"
"3559","Q08647","Yeast","Multisubstrate pseudouridine synthase 7","926"
"3560","Q96PZ0","Human","Pseudouridylate synthase 7 homolog","926"
"3561","O80443","Arabidopsis","GDSL esterase/lipase At2g38180","927"
"3562","P41734","Yeast","Isoamyl acetate-hydrolyzing esterase","927"
"3563","Q2TAA2","Human","Isoamyl acetate-hydrolyzing esterase 1 homolog","927"
"3564","Q6NMR9","Arabidopsis","GDSL esterase/lipase At5g45920","927"
"3565","Q9FM04","Arabidopsis","GDSL esterase/lipase At5g62930","927"
"3566","Q9SRM5","Arabidopsis","GDSL esterase/lipase CPRD49","927"
"3567","O04350","Arabidopsis","Tubulin-folding cofactor A","928"
"3568","O75347","Human","Tubulin-specific chaperone A","928"
"3569","P48606","Yeast","Tubulin-specific chaperone A","928"
"3570","P04456","Yeast","Large ribosomal subunit protein uL23","929"
"3571","P62750","Human","Large ribosomal subunit protein uL23","929"
"3572","Q8LD46","Arabidopsis","Large ribosomal subunit protein uL23z","929"
"3573","Q9M3C3","Arabidopsis","Large ribosomal subunit protein uL23y","929"
"3574","A0A654FUU6","Arabidopsis","Ribosomal RNA-processing protein 40","930"
"3575","Q08285","Yeast","Exosome complex component RRP40","930"
"3576","Q9NQT5","Human","Exosome complex component RRP40","930"
"3577","P46416","Arabidopsis","Glutathione synthetase, chloroplastic","931"
"3578","P48637","Human","Glutathione synthetase","931"
"3579","Q08220","Yeast","Glutathione synthetase GSH2","931"
"3581","P41911","Yeast","Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial","932"
"3586","P07262","Yeast","NADP-specific glutamate dehydrogenase 1","933"
"3588","F4I241","Arabidopsis","Mitotic checkpoint protein BUB3.3","934"
"3589","O43684","Human","Mitotic checkpoint protein BUB3","934"
"3590","P26449","Yeast","Spindle assembly checkpoint protein BUB3","934"
"3591","E9PJM4","Human","Cleavage factor polyribonucleotide kinase subunit 1 (Fragment)","935"
"3592","Q08685","Yeast","mRNA cleavage and polyadenylation factor CLP1","935"
"3593","Q9FLE2","Arabidopsis","Protein CLP1 homolog 5","935"
"3594","Q9SR06","Arabidopsis","Protein CLP1 homolog","935"
"3595","Q12024","Yeast","Ribosome biogenesis protein YTM1","936"
"3596","Q9GZL7","Human","Ribosome biogenesis protein WDR12","936"
"3597","Q9LF27","Arabidopsis","Ribosome biogenesis protein WDR12 homolog","936"
"3598","A0A1I9LP01","Arabidopsis","non-specific serine/threonine protein kinase","937"
"3599","P22517","Yeast","Calcium/calmodulin-dependent protein kinase II","937"
"3600","Q96NX5","Human","Calcium/calmodulin-dependent protein kinase type 1G","937"
"3601","Q9FJ54","Arabidopsis","CBL-interacting serine/threonine-protein kinase 20","937"
"3602","Q9SSF8","Arabidopsis","Calcium-dependent protein kinase 30","937"
"3603","A0A178UL74","Arabidopsis","Eukaryotic translation initiation factor 3 subunit B","938"
"3604","P06103","Yeast","Eukaryotic translation initiation factor 3 subunit B","938"
"3605","P55884","Human","Eukaryotic translation initiation factor 3 subunit B","938"
"3606","Q9C5Z1","Arabidopsis","Eukaryotic translation initiation factor 3 subunit B","938"
"3607","P18077","Human","Large ribosomal subunit protein eL33","939, 1070"
"3608","P41056","Yeast","Large ribosomal subunit protein eL33B","939"
"3609","P51422","Arabidopsis","Large ribosomal subunit protein eL33x","939, 1070"
"3610","Q9C912","Arabidopsis","Large ribosomal subunit protein eL33y","939, 1070"
"3611","Q9FZH0","Arabidopsis","Large ribosomal subunit protein eL33z","939, 1070"
"3612","Q9LMK0","Arabidopsis","Large ribosomal subunit protein eL33w","939, 1070"
"3613","P23381","Human","Tryptophan--tRNA ligase, cytoplasmic","940"
"3614","Q12109","Yeast","Tryptophan--tRNA ligase, cytoplasmic","940"
"3615","Q9SR15","Arabidopsis","Tryptophan--tRNA ligase, cytoplasmic","940"
"3616","F4IDU4","Arabidopsis","Lysophospholipid acyltransferase 1","941"
"3617","Q08548","Yeast","Lysophospholipid acyltransferase","941"
"3618","Q6ZWT7","Human","Lysophospholipid acyltransferase 2","941"
"3619","Q9CAN8","Arabidopsis","Lysophospholipid acyltransferase 2","941"
"3620","Q08096","Yeast","RNA 3'-terminal phosphate cyclase-like protein","942"
"3621","Q9C578","Arabidopsis","Probable RNA 3'-terminal phosphate cyclase-like protein","942"
"3622","Q9Y2P8","Human","RNA 3'-terminal phosphate cyclase-like protein","942"
"3623","A0A1P8B515","Arabidopsis","tRNA:m(4)X modification enzyme TRM13","943"
"3624","Q12383","Yeast","tRNA:m(4)X modification enzyme TRM13","943"
"3625","Q9NUP7","Human","tRNA:m(4)X modification enzyme TRM13 homolog","943"
"3626","F4JXF9","Arabidopsis","DNA-directed RNA polymerase III subunit 1","944"
"3627","O14802","Human","DNA-directed RNA polymerase III subunit RPC1","944"
"3628","P04051","Yeast","DNA-directed RNA polymerase III subunit RPC1","944"
"3629","A0A384LLP8","Arabidopsis","(thale cress) hypothetical protein","945"
"3630","Q99216","Yeast","Pre-rRNA-processing protein PNO1","945"
"3631","Q9NRX1","Human","RNA-binding protein PNO1","945"
"3632","F4ICG2","Arabidopsis","glutamine--tRNA ligase","946"
"3633","P13188","Yeast","Glutamine--tRNA ligase","946"
"3634","P47897","Human","Glutamine--tRNA ligase","946"
"3635","O49627","Arabidopsis","Iron-sulfur cluster assembly protein 1","947, 1049"
"3636","O81433","Arabidopsis","Iron-sulfur cluster assembly protein 3","947, 1049"
"3637","Q12056","Yeast","Iron sulfur cluster assembly protein 2, mitochondrial","947"
"3638","Q9H1K1","Human","Iron-sulfur cluster assembly enzyme ISCU","947, 1049"
"3639","Q9MAB6","Arabidopsis","Iron-sulfur cluster assembly protein 2","947, 1049"
"3640","A0A1I9LRU3","Arabidopsis","tetrahydrofolate synthase","948"
"3641","Q05932","Human","Folylpolyglutamate synthase, mitochondrial","948"
"3642","Q08645","Yeast","Folylpolyglutamate synthase","948"
"3643","F4J683","Arabidopsis","Mov34/MPN/PAD-1 family protein","949"
"3644","O24412","Arabidopsis","26S proteasome non-ATPase regulatory subunit 7 homolog A","949"
"3645","P51665","Human","26S proteasome non-ATPase regulatory subunit 7","949"
"3646","Q08723","Yeast","26S proteasome regulatory subunit RPN8","949"
"3647","O00762","Human","Ubiquitin-conjugating enzyme E2 C","950"
"3648","P52492","Yeast","Ubiquitin-conjugating enzyme E2-18 kDa","950"
"3649","Q8L7T3","Arabidopsis","Ubiquitin-conjugating enzyme E2 20","950"
"3650","Q9LJZ5","Arabidopsis","Ubiquitin-conjugating enzyme E2 19","950"
"3651","O80505","Arabidopsis","Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase","951"
"3652","P40351","Yeast","Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase","951"
"3653","Q9BVK2","Human","Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase","951"
"3658","A0A384KMJ2","Arabidopsis","(thale cress) hypothetical protein","953"
"3661","P40994","Yeast","ADP-ribosylation factor 3","953"
"3662","O43513","Human","Mediator of RNA polymerase II transcription subunit 7","954"
"3663","Q08278","Yeast","Mediator of RNA polymerase II transcription subunit 7","954"
"3664","Q9LYW3","Arabidopsis","Mediator of RNA polymerase II transcription subunit 7a","954"
"3665","Q9LZD7","Arabidopsis","Mediator of RNA polymerase II transcription subunit 7b","954"
"3666","Q08726","Yeast","GPN-loop GTPase 2","955"
"3667","Q56XY2","Arabidopsis","GPN-loop GTPase QQT1","955"
"3668","Q9H9Y4","Human","GPN-loop GTPase 2","955"
"3671","Q3E7X9","Yeast","Small ribosomal subunit protein eS28A","956"
"3673","P22139","Yeast","DNA-directed RNA polymerases I, II, and III subunit RPABC5","957"
"3674","P62875","Human","DNA-directed RNA polymerases I, II, and III subunit RPABC5","957"
"3675","Q8LFJ6","Arabidopsis","DNA-directed RNA polymerases II, IV and V subunit 10","957"
"3676","Q9SYA6","Arabidopsis","DNA-directed RNA polymerase subunit 10-like protein","957"
"3677","P33330","Yeast","Phosphoserine aminotransferase","958"
"3678","Q96255","Arabidopsis","Phosphoserine aminotransferase 1, chloroplastic","958"
"3679","Q9SHP0","Arabidopsis","Phosphoserine aminotransferase 2, chloroplastic","958"
"3680","Q9Y617","Human","Phosphoserine aminotransferase","958"
"3681","P35251","Human","Replication factor C subunit 1","959"
"3682","P38630","Yeast","Replication factor C subunit 1","959"
"3683","Q9C587","Arabidopsis","Replication factor C subunit 1","959"
"3684","P04786","Yeast","DNA topoisomerase 1","960"
"3685","P11387","Human","DNA topoisomerase 1","960"
"3686","P30181","Arabidopsis","DNA topoisomerase 1 alpha","960"
"3687","Q969P6","Human","DNA topoisomerase I, mitochondrial","960"
"3688","P53549","Yeast","26S proteasome subunit RPT4","961"
"3689","P62333","Human","26S proteasome regulatory subunit 10B","961"
"3690","Q9MAK9","Arabidopsis","26S proteasome regulatory subunit S10B homolog B","961"
"3691","Q9SEI3","Arabidopsis","26S proteasome regulatory subunit 10B homolog A","961"
"3692","P49247","Human","Ribose-5-phosphate isomerase","962"
"3693","Q12189","Yeast","Ribose-5-phosphate isomerase","962"
"3694","Q9C998","Arabidopsis","Probable ribose-5-phosphate isomerase 1","962"
"3695","Q9S726","Arabidopsis","Probable ribose-5-phosphate isomerase 3, chloroplastic","962"
"3696","Q9ZU38","Arabidopsis","Probable ribose-5-phosphate isomerase 2","962"
"3697","O81097","Arabidopsis","DNA-directed RNA polymerases II and V subunit 8A","963"
"3698","P20436","Yeast","DNA-directed RNA polymerases I, II, and III subunit RPABC3","963"
"3699","P52434","Human","DNA-directed RNA polymerases I, II, and III subunit RPABC3","963"
"3700","Q9M1A8","Arabidopsis","DNA-directed RNA polymerases II, IV and V subunit 8B","963"
"3701","F6QDS0","Human","RNA helicase","964"
"3702","P20449","Yeast","ATP-dependent RNA helicase DBP5","964"
"3703","Q93ZG7","Arabidopsis","DEAD-box ATP-dependent RNA helicase 38","964"
"3704","Q9NUU7","Human","ATP-dependent RNA helicase DDX19A","964"
"3705","Q9UHL0","Human","ATP-dependent RNA helicase DDX25","964"
"3706","Q9UMR2","Human","ATP-dependent RNA helicase DDX19B","964"
"3707","Q08444","Yeast","20S-pre-rRNA D-site endonuclease NOB1","965"
"3708","Q9FLL1","Arabidopsis","RNA-binding NOB1-like protein","965"
"3709","Q9ULX3","Human","RNA-binding protein NOB1","965"
"3710","P16622","Yeast","Ferrochelatase, mitochondrial","966"
"3711","P22830","Human","Ferrochelatase, mitochondrial","966"
"3712","P42043","Arabidopsis","Ferrochelatase-1, chloroplastic/mitochondrial","966"
"3713","O04658","Arabidopsis","Probable nucleolar protein 5-1","967"
"3714","Q12499","Yeast","Nucleolar protein 58","967"
"3715","Q9MAB3","Arabidopsis","Probable nucleolar protein 5-2","967"
"3716","Q9Y2X3","Human","Nucleolar protein 58","967"
"3717","Q0V802","Arabidopsis","Alpha/beta-Hydrolases superfamily protein","968"
"3718","Q8WZ82","Human","Esterase OVCA2","968"
"3719","Q99369","Yeast","Family of serine hydrolases 3","968"
"3723","Q12010","Yeast","Vacuolar lysine transporter YPQ1","969"
"3725","A0A5S9WM58","Arabidopsis","GrpE protein homolog","970"
"3726","P38523","Yeast","GrpE protein homolog, mitochondrial","970"
"3727","Q8TAA5","Human","GrpE protein homolog 2, mitochondrial","970"
"3728","Q9HAV7","Human","GrpE protein homolog 1, mitochondrial","970"
"3730","P33894","Yeast","Dipeptidyl aminopeptidase A","971"
"3735","Q08162","Yeast","Exosome complex exonuclease DIS3","972"
"3736","Q9SHL7","Arabidopsis","Exosome complex exonuclease RRP44 homolog A","972"
"3737","Q9Y2L1","Human","Exosome complex exonuclease RRP44","972"
"3738","Q08235","Yeast","Ribosome biogenesis protein BRX1","973"
"3739","Q8TDN6","Human","Ribosome biogenesis protein BRX1 homolog","973"
"3740","Q9C928","Arabidopsis","Ribosome biogenesis protein BRX1 homolog 2","973"
"3741","Q9LE16","Arabidopsis","Ribosome biogenesis protein BRX1 homolog 1","973"
"3742","F4K204","Arabidopsis","Leo1-like family protein","974"
"3743","P38439","Yeast","RNA polymerase-associated protein LEO1","974"
"3744","Q8WVC0","Human","RNA polymerase-associated protein LEO1","974"
"3745","O23715","Arabidopsis","Proteasome subunit alpha type-3","975"
"3746","P21242","Yeast","Probable proteasome subunit alpha type-7","975"
"3747","P25788","Human","Proteasome subunit alpha type-3","975"
"3748","P00966","Human","Argininosuccinate synthase","976"
"3749","P22768","Yeast","Argininosuccinate synthase","976"
"3750","Q9SZX3","Arabidopsis","Argininosuccinate synthase, chloroplastic","976"
"3751","B9DGU7","Arabidopsis","Thiamine pyrophosphokinase 1","977"
"3752","F4IV16","Arabidopsis","Thiamine pyrophosphokinase 2","977"
"3753","P35202","Yeast","Thiamine pyrophosphokinase","977"
"3754","Q9H3S4","Human","Thiamine pyrophosphokinase 1","977"
"3755","O04663","Arabidopsis","Eukaryotic translation initiation factor isoform 4E","978"
"3756","O23252","Arabidopsis","Eukaryotic translation initiation factor 4E-1","978"
"3757","P06730","Human","Eukaryotic translation initiation factor 4E","978"
"3758","P07260","Yeast","Eukaryotic translation initiation factor 4E","978"
"3759","Q9C7P2","Arabidopsis","Eukaryotic translation initiation factor 4E-2","978"
"3760","Q9C7P6","Arabidopsis","Eukaryotic translation initiation factor 4E-3","978"
"3761","Q9FK59","Arabidopsis","Eukaryotic translation initiation factor NCBP","978"
"3765","Q12252","Yeast","Phosphate metabolism protein 7","979"
"3766","Q5T3F8","Human","CSC1-like protein 2","979"
"3773","O49354","Arabidopsis","Ubiquinone biosynthesis O-methyltransferase, mitochondrial","980"
"3774","P27680","Yeast","Ubiquinone biosynthesis O-methyltransferase, mitochondrial","980"
"3775","Q9NZJ6","Human","Ubiquinone biosynthesis O-methyltransferase, mitochondrial","980"
"3776","A0A178WB77","Arabidopsis","(thale cress) hypothetical protein","981"
"3777","P34893","Arabidopsis","10 kDa chaperonin, mitochondrial","981"
